datetime_full,Global_active_power,lag_1,lag_24,lag_168,roll_mean_24,roll_std_24
2006-12-23 17:00:00,5.452533333333333,4.349100000000001,1.4968,4.222888888888889,3.0997125000000003,1.0666738318515019
2006-12-23 18:00:00,3.8794,5.452533333333333,2.6869666666666663,3.6322,3.149397222222222,1.0743561917966753
2006-12-23 19:00:00,4.1178333333333335,3.8794,3.9381666666666666,3.400233333333333,3.156883333333333,1.0806985357262107
2006-12-23 20:00:00,4.1814,4.1178333333333335,3.5360666666666662,3.2685666666666666,3.1837722222222227,1.0984260791554263
2006-12-23 21:00:00,3.2884333333333333,4.1814,4.548666666666667,3.0564666666666667,3.1312625,1.0597838004069866
2006-12-23 22:00:00,4.327933333333333,3.2884333333333333,3.0650666666666666,2.200133333333333,3.1838819444444444,1.0873471313948364
2006-12-23 23:00:00,5.562466666666666,4.327933333333333,2.4192,2.0616,3.3148513888888886,1.1768547239785576
2006-12-24 00:00:00,4.0280000000000005,5.562466666666666,1.6982333333333333,1.8824666666666665,3.411925,1.1329774181652814
2006-12-24 01:00:00,3.2757,4.0280000000000005,1.7228,3.3494,3.4766291666666667,1.0751866365032727
2006-12-24 02:00:00,2.303033333333333,3.2757,1.7007666666666663,1.5872666666666668,3.5017236111111107,1.0383333424281387
2006-12-24 03:00:00,1.606766666666667,2.303033333333333,1.7715333333333334,1.6622,3.494858333333333,1.0507410065406653
2006-12-24 04:00:00,1.5761,1.606766666666667,1.8916,2.2157666666666667,3.4817125,1.0734007718850105
2006-12-24 05:00:00,1.6319,1.5761,2.2291000000000003,1.9967333333333332,3.4568291666666666,1.1099992141840163
2006-12-24 06:00:00,1.8952,1.6319,1.6493666666666666,1.3033,3.4670722222222223,1.0936080443439447
2006-12-24 07:00:00,1.4764000000000002,1.8952,4.023366666666666,1.6200333333333332,3.360948611111111,1.1589073910631478
2006-12-24 08:00:00,1.4277666666666666,1.4764000000000002,4.190833333333333,1.8905666666666667,3.2458208333333336,1.2090402930920257
2006-12-24 09:00:00,2.7256666666666667,1.4277666666666666,3.2464,2.5490666666666666,3.224123611111111,1.2136929891178159
2006-12-24 10:00:00,2.6753333333333336,2.7256666666666667,2.972166666666667,3.6289,3.2117555555555555,1.2178773884910372
2006-12-24 11:00:00,2.0929333333333333,2.6753333333333336,3.159,2.471,3.1673361111111116,1.2391408067403595
2006-12-24 12:00:00,1.5,2.0929333333333333,2.9288000000000003,1.9158666666666664,3.1078027777777777,1.2845885418028147
2006-12-24 13:00:00,3.2399333333333336,1.5,3.4063,1.6607666666666667,3.100870833333333,1.2833560325985178
2006-12-24 14:00:00,1.3715333333333333,3.2399333333333336,3.757966666666667,2.092633333333333,3.0014361111111114,1.3220965097720256
2006-12-24 15:00:00,3.096833333333333,1.3715333333333333,4.0491,2.9854,2.9617583333333335,1.3034455734409123
2006-12-24 16:00:00,2.007133333333333,3.096833333333333,4.349100000000001,3.3260333333333336,2.864176388888889,1.2825649687183485
2006-12-24 17:00:00,1.6865,2.007133333333333,5.452533333333333,3.406766666666667,2.7072583333333333,1.1782586276566562
2006-12-24 18:00:00,0.5052,1.6865,3.8794,3.6971,2.566666666666667,1.2323803137740321
2006-12-24 19:00:00,0.4540333333333333,0.5052,4.1178333333333335,2.9084,2.4140083333333333,1.2585239877929408
2006-12-24 20:00:00,0.4741,0.4540333333333333,4.1814,3.3615,2.2595375,1.2596790784970373
2006-12-24 21:00:00,0.4840333333333333,0.4741,3.2884333333333333,3.040766666666667,2.1426875,1.2897976927388457
2006-12-24 22:00:00,0.4797666666666666,0.4840333333333333,4.327933333333333,1.518,1.9823472222222225,1.244733012441819
2006-12-24 23:00:00,0.4863333333333333,0.4797666666666666,5.562466666666666,0.4377333333333333,1.7708416666666666,1.0211344539616904
2006-12-25 00:00:00,0.9995666666666668,0.4863333333333333,4.0280000000000005,0.2763666666666667,1.6446569444444445,0.9112919053526587
2006-12-25 01:00:00,1.2067666666666663,0.9995666666666668,3.2757,0.3132999999999999,1.558451388888889,0.8457954949759817
2006-12-25 02:00:00,0.438,1.2067666666666663,2.303033333333333,0.2844666666666667,1.4807416666666666,0.8599693691461183
2006-12-25 03:00:00,0.5899666666666668,0.438,1.606766666666667,0.3099333333333333,1.438375,0.8783410162329373
2006-12-25 04:00:00,0.5786666666666667,0.5899666666666668,1.5761,1.026333333333333,1.3968152777777778,0.8949808069072176
2006-12-25 05:00:00,0.6201000000000001,0.5786666666666667,1.6319,0.2935,1.3546569444444445,0.9071731253037412
2006-12-25 06:00:00,0.2640666666666666,0.6201000000000001,1.8952,0.61,1.2866930555555556,0.9258249674404765
2006-12-25 07:00:00,0.6768,0.2640666666666666,1.4764000000000002,2.4504333333333337,1.253376388888889,0.9330602717264965
2006-12-25 08:00:00,2.6111,0.6768,1.4277666666666666,2.082133333333333,1.3026819444444444,0.9730831849978352
2006-12-25 09:00:00,1.4934666666666667,2.6111,2.7256666666666667,1.6293333333333335,1.2513402777777778,0.9261125023727599
2006-12-25 10:00:00,1.9156666666666664,1.4934666666666667,2.6753333333333336,1.3096333333333334,1.2196875,0.8875042733686371
2006-12-25 11:00:00,3.0446,1.9156666666666664,2.0929333333333333,1.5619333333333332,1.2593402777777778,0.9474514862207756
2006-12-25 12:00:00,2.9126,3.0446,1.5,1.7560666666666669,1.318198611111111,1.0051711222823996
2006-12-25 13:00:00,2.224933333333333,2.9126,3.2399333333333336,1.6820666666666668,1.2759069444444444,0.9400431102242708
2006-12-25 14:00:00,1.7837333333333334,2.224933333333333,1.3715333333333333,1.7330333333333334,1.2930819444444444,0.9456152317255814
2006-12-25 15:00:00,1.7403333333333333,1.7837333333333334,3.096833333333333,1.7842999999999998,1.2365611111111112,0.8706861874249716
2006-12-25 16:00:00,3.872833333333333,1.7403333333333333,2.007133333333333,1.9493,1.314298611111111,1.0139738200166482
2006-12-25 17:00:00,2.0718,3.872833333333333,1.6865,2.1549,1.3303527777777777,1.0231319283897395
2006-12-25 18:00:00,2.4230666666666663,2.0718,0.5052,2.402533333333333,1.410263888888889,1.0307503254063466
2006-12-25 19:00:00,1.6295,2.4230666666666663,0.4540333333333333,2.6145,1.4592416666666665,1.011077325093807
2006-12-25 20:00:00,1.9771333333333332,1.6295,0.4741,3.050566666666666,1.5218680555555555,0.993805976674198
2006-12-25 21:00:00,3.8368666666666655,1.9771333333333332,0.4840333333333333,2.1697333333333333,1.6615694444444447,1.073994565784646
2006-12-25 22:00:00,4.2148666666666665,3.8368666666666655,0.4797666666666666,1.7388,1.8171986111111111,1.1622889322691188
2006-12-25 23:00:00,2.592233333333333,4.2148666666666665,0.4863333333333333,1.5472666666666666,1.9049444444444443,1.1366570055548766
2006-12-26 00:00:00,2.4242666666666666,2.592233333333333,0.9995666666666668,0.8371333333333334,1.9643069444444443,1.1244547143552175
2006-12-26 01:00:00,2.4026333333333336,2.4242666666666666,1.2067666666666663,0.3530333333333333,2.0141347222222223,1.1158899485796026
2006-12-26 02:00:00,2.4109333333333334,2.4026333333333336,0.438,0.3272333333333333,2.0963402777777778,1.0663000041445054
2006-12-26 03:00:00,2.4490666666666665,2.4109333333333334,0.5899666666666668,0.3083,2.173802777777778,1.0185698624671031
2006-12-26 04:00:00,2.9925,2.4490666666666665,0.5786666666666667,0.3278333333333333,2.2743791666666664,0.9723386482300252
2006-12-26 05:00:00,2.3877333333333337,2.9925,0.6201000000000001,0.3066666666666666,2.3480305555555554,0.9062871517577797
2006-12-26 06:00:00,2.3882,2.3877333333333337,0.2640666666666666,0.7963333333333333,2.4365361111111112,0.7902093208236607
2006-12-26 07:00:00,3.136066666666667,2.3882,0.6768,1.7856333333333334,2.5390055555555553,0.7071860912098377
2006-12-26 08:00:00,2.365933333333333,3.136066666666667,2.6111,3.879033333333333,2.5287902777777775,0.7078697925711386
2006-12-26 09:00:00,3.5450666666666666,2.365933333333333,1.4934666666666667,1.6177666666666668,2.6142736111111113,0.7012528200864158
2006-12-26 10:00:00,4.0419,3.5450666666666666,1.9156666666666664,0.4371333333333334,2.7028666666666665,0.7422665887619317
2006-12-26 11:00:00,2.373533333333333,4.0419,3.0446,2.321633333333333,2.6749055555555556,0.741472912693143
2006-12-26 12:00:00,2.4647,2.373533333333333,2.9126,0.4306666666666666,2.6562430555555556,0.7408666088599185
2006-12-26 13:00:00,2.8868,2.4647,2.224933333333333,0.3004666666666666,2.6838208333333333,0.7364188392112014
2006-12-26 14:00:00,3.8266,2.8868,1.7837333333333334,0.3021333333333333,2.768940277777778,0.745860789421229
